,Year,Month,Day,Phase
3577,2018,9,29,8
3578,2018,9,30,8
3579,2018,10,1,1
3580,2018,10,2,1
3581,2018,10,3,1
3582,2018,10,4,1
3583,2018,10,5,1
3584,2018,10,6,1
3585,2018,10,7,1
3586,2018,10,8,2
3587,2018,10,9,2
3588,2018,10,10,2
3589,2018,10,11,2
3590,2018,10,12,2
3591,2018,10,13,2
3592,2018,10,14,3
3593,2018,10,15,3
3594,2018,10,16,3
3595,2018,10,17,4
3596,2018,10,18,4
3597,2018,10,19,5
3598,2018,10,20,6
3599,2018,10,21,7
3600,2018,10,22,5
3601,2018,10,23,5
3602,2018,10,24,6
3603,2018,10,25,6
3604,2018,10,26,7
3605,2018,10,27,7
3606,2018,10,28,7
3607,2018,10,29,7
3608,2018,10,30,8
3609,2018,10,31,1
3610,2018,11,1,1
3611,2018,11,2,2
3612,2018,11,3,2
3613,2018,11,4,2
3614,2018,11,5,2
3615,2018,11,6,3
3616,2018,11,7,3
3617,2018,11,8,3
3618,2018,11,9,4
3619,2018,11,10,4
3620,2018,11,11,4
3621,2018,11,12,4
3622,2018,11,13,5
3623,2018,11,14,5
3624,2018,11,15,5
3625,2018,11,16,5
3626,2018,11,17,5
3627,2018,11,18,5
3628,2018,11,19,5
3629,2018,11,20,5
3630,2018,11,21,5
3631,2018,11,22,6
3632,2018,11,23,6
3633,2018,11,24,6
3634,2018,11,25,7
3635,2018,11,26,7
3636,2018,11,27,7
3637,2018,11,28,7
3638,2018,11,29,8
3639,2018,11,30,8
